"area_fips","year","Annual_Debt_to_income_ratio_low","Annual_Debt_to_income_ratio_high"
21035,2003,1.055,1.235
21035,2004,1.145,1.325
21035,2005,1.055,1.235
21035,2006,0.895,1.1
21035,2007,0.78,1.01
21035,2008,0.78,1.01
21035,2009,0.78,1.01
21035,2010,0.78,1.01
21035,2011,0.585,0.9525
21035,2012,0.39,0.895
21035,2013,0.585,0.9525
21035,2014,0.39,0.895
21035,2015,0.195,0.8375
21035,2016,0.195,0.8375
21035,2017,0.78,1.01
21035,2018,0.195,0.8375
21035,2019,0,0.78
21035,2020,0,0.78
21035,2021,0.585,0.9525
21035,2022,0.195,0.8375
21035,2023,0.195,0.8375
21035,2024,1.01,1.19
21037,1999,1.82,2.15
21037,2000,1.9025,2.265
21037,2001,1.76,2.0675
21037,2002,2.0675,2.495
21037,2003,2.265,2.815
21037,2004,2.38,3.02
21037,2005,2.38,3.02
21037,2006,2.265,2.815
21037,2007,2.38,3.02
21037,2008,2.495,3.225
21037,2009,2.61,3.43
21037,2010,2.61,3.43
21037,2011,2.265,2.815
21037,2012,2.15,2.61
21037,2013,2.15,2.61
21037,2014,2.15,2.61
21037,2015,2.15,2.61
21037,2016,2.15,2.61
21037,2017,2.0675,2.495
21037,2018,2.15,2.61
21037,2019,2.15,2.61
21037,2020,2.0675,2.495
21037,2021,1.9025,2.265
21037,2022,1.9025,2.265
21037,2023,1.9025,2.265
21037,2024,1.82,2.15
21039,1999,1.53,2.0375
21039,2000,1.925,2.2975
21039,2001,1.64,1.9025
21039,2002,1.865,2.215
21039,2003,1.5875,1.8425
21039,2004,1.235,1.4225
21039,2005,1.055,1.235
21039,2006,0.585,0.9525
21039,2007,0.78,1.01
21039,2008,0.9525,1.145
21039,2009,1.19,1.3775
21039,2010,1.3275,1.5575
21039,2011,0.78,1.01
21039,2012,0.78,1.01
21039,2013,1.075,1.295
21039,2014,0.39,0.895
21039,2015,0.4925,0.985
21039,2016,0.4475,0.94
21039,2017,1.055,1.235
21039,2018,1.1,1.28
21039,2019,0.9975,1.19
21039,2020,0.6425,0.9975
21039,2021,0.79,1.14
21039,2022,1.1,1.28
21039,2023,1.055,1.235
21039,2024,0.78,1.01
21041,1999,0,0.78
21041,2000,0,0.78
21041,2001,0,0.78
21041,2002,0,0.78
21041,2003,0,0.78
21041,2004,0,0.78
21041,2005,0,0.78
21041,2006,0,0.78
21041,2007,0,0.78
21041,2008,0.195,0.8375
21041,2009,0.78,1.01
21041,2010,0.78,1.01
21041,2011,0,0.78
21041,2012,0,0.78
21041,2013,0,0.78
21041,2014,0,0.78
21041,2015,0,0.78
21041,2016,0,0.78
21041,2017,0,0.78
21041,2018,0,0.78
21041,2019,0,0.78
21041,2020,0,0.78
21041,2021,0,0.78
21041,2022,0,0.78
21041,2023,0,0.78
21041,2024,0,0.78
21043,1999,1.58,1.82
21043,2000,1.5875,1.8425
21043,2001,1.7825,2.1
21043,2002,1.82,2.15
21043,2003,2.0175,2.47
21043,2004,1.82,2.15
21043,2005,1.925,2.2975
21043,2006,2.0675,2.495
21043,2007,2.265,2.815
21043,2008,2.0675,2.495
21043,2009,2.15,2.61
21043,2010,1.985,2.38
21043,2011,2.0675,2.495
21043,2012,2.15,2.61
21043,2013,2.15,2.61
21043,2014,2.38,3.02
21043,2015,2.265,2.815
21043,2016,2.265,2.815
21043,2017,2.15,2.61
21043,2018,2.495,3.225
21043,2019,2.61,3.43
21043,2020,2.61,3.43
21043,2021,2.61,3.43
21043,2022,2.815,3.43
21043,2023,3.02,3.43
21043,2024,2.61,3.43
21045,1999,0.78,1.01
21045,2000,0.895,1.1
21045,2001,1.19,1.3775
21045,2002,1.3325,1.535
21045,2003,1.475,1.7
21045,2004,1.64,1.9025
21045,2005,1.64,1.9025
21045,2006,1.64,1.9025
21045,2007,1.82,2.15
21045,2008,2.15,2.61
21045,2009,1.9025,2.265
21045,2010,1.76,2.0675
21045,2011,2.15,2.61
21045,2012,2.38,3.02
21045,2013,2.15,2.61
21045,2014,2.265,2.815
21045,2015,2.15,2.61
21045,2016,1.9025,2.265
21045,2017,1.985,2.38
21045,2018,1.985,2.38
21045,2019,2.15,2.61
21045,2020,2.0675,2.495
21045,2021,2.0675,2.495
21045,2022,2.15,2.61
21045,2023,2.0675,2.495
21045,2024,1.82,2.15
21047,1999,0.895,1.1
21047,2000,0.9525,1.145
21047,2001,0.895,1.1
21047,2002,1.01,1.19
21047,2003,1.01,1.19
21047,2004,1.145,1.325
21047,2005,1.01,1.19
21047,2006,1.01,1.19
21047,2007,0.9525,1.145
21047,2008,1.01,1.19
21047,2009,1.055,1.235
21047,2010,1.01,1.19
21047,2011,1.01,1.19
21047,2012,1.145,1.325
21047,2013,1.01,1.19
21047,2014,1.01,1.19
21047,2015,1.01,1.19
21047,2016,1.01,1.19
21047,2017,0.78,1.01
21047,2018,0.78,1.01
21047,2019,0.9525,1.145
21047,2020,0.9525,1.145
21047,2021,0.9525,1.145
21047,2022,0.8375,1.055
21047,2023,0.8375,1.055
21047,2024,0.78,1.01
21049,1999,1.3325,1.535
21049,2000,1.3325,1.535
21049,2001,1.28,1.4825
21049,2002,1.3775,1.5875
21049,2003,1.28,1.475
21049,2004,1.475,1.7
21049,2005,1.4225,1.64
21049,2006,1.5275,1.76
21049,2007,1.5275,1.76
21049,2008,1.7,1.985
21049,2009,1.82,2.15
21049,2010,1.82,2.15
21049,2011,1.82,2.15
21049,2012,1.82,2.15
21049,2013,1.76,2.0675
21049,2014,1.58,1.82
21049,2015,1.58,1.82
21049,2016,1.76,2.0675
21049,2017,1.5275,1.76
21049,2018,1.475,1.7
21049,2019,1.5275,1.76
21049,2020,1.5275,1.76
21049,2021,1.4225,1.64
21049,2022,1.37,1.58
21049,2023,1.37,1.58
21049,2024,1.19,1.37
21051,1999,1.37,1.58
21051,2000,1.4225,1.64
21051,2001,1.5875,1.8425
21051,2002,1.37,1.58
21051,2003,1.235,1.4225
21051,2004,1.055,1.235
21051,2005,1.19,1.37
21051,2006,1.235,1.4225
21051,2007,1.325,1.5275
21051,2008,1.325,1.5275
21051,2009,1.19,1.37
21051,2010,1.1,1.28
21051,2011,1.01,1.19
21051,2012,1.055,1.235
21051,2013,1.01,1.19
21051,2014,0.9525,1.145
21051,2015,1.01,1.19
21051,2016,0.9525,1.145
21051,2017,0.895,1.1
21051,2018,0.585,0.9525
21051,2019,0.9525,1.145
21051,2020,0.895,1.1
21051,2021,1.01,1.19
21051,2022,1.19,1.3775
21051,2023,1.235,1.4225
21051,2024,1.19,1.37
21053,1999,2.0675,2.495
21053,2000,2.265,2.815
21053,2001,2.15,2.61
21053,2002,1.985,2.38
21053,2003,1.155,1.385
21053,2004,1.9575,2.3875
21053,2005,1.5275,1.76
21053,2006,1.4225,1.64
21053,2007,1.8425,2.1825
21053,2008,2.495,3.225
21053,2009,1.9025,2.265
21053,2010,2.0675,2.495
21053,2011,2.0675,2.495
21053,2012,1.985,2.38
21053,2013,2.0675,2.495
21053,2014,2.0675,2.495
21053,2015,2.265,2.815
21053,2016,2.38,3.02
21053,2017,2.495,3.225
21053,2018,2.15,2.61
21053,2019,2.265,2.815
21053,2020,2.265,2.815
21053,2021,1.9025,2.265
21053,2022,1.82,2.15
21053,2023,1.76,2.0675
21053,2024,1.58,1.82
21055,1999,0.6425,0.9975
21055,2000,0.39,0.895
21055,2001,0.9975,1.19
21055,2002,1.625,1.905
21055,2003,1.4825,1.7225
21055,2004,2.0675,2.495
21055,2005,2.15,2.61
21055,2006,2.15,2.61
21055,2007,2.1825,2.7
21055,2008,2.0675,2.495
21055,2009,1.9025,2.265
21055,2010,1.82,2.15
21055,2011,1.535,1.7825
21055,2012,1.28,1.475
21055,2013,1.4225,1.64
21055,2014,1.76,2.0675
21055,2015,1.67,1.9575
21055,2016,1.145,1.325
21055,2017,1.01,1.19
21055,2018,1.145,1.3325
21055,2019,1.37,1.58
21055,2020,2.0675,2.495
21055,2021,1.76,2.0675
21055,2022,1.5875,1.8425
21055,2023,1.8425,2.1825
21055,2024,1.58,1.82
21057,1999,0.55,1.03
21057,2000,0.8375,1.055
21057,2001,0.195,0.8375
21057,2002,0,0.78
21057,2003,0,0.78
21057,2004,0,0.78
21057,2005,0,0.78
21057,2006,0,0.78
21057,2007,0.6425,0.9975
21057,2008,0.6425,0.9975
21057,2009,0.94,1.145
21057,2010,0.7575,1.0875
21057,2011,0.39,0.895
21057,2012,0.78,1.01
21057,2013,0.195,0.8375
21057,2014,0,0.78
21057,2015,0,0.78
21057,2016,0.585,0.9525
21057,2017,0.8375,1.055
21057,2018,1.235,1.43
21057,2019,1.2875,1.4825
21057,2020,1.1,1.2875
21057,2021,1.5425,1.79
21057,2022,1.79,2.1225
21057,2023,1.475,1.7
21057,2024,1.58,1.82
21059,1999,0.195,0.8375
21059,2000,0.39,0.895
21059,2001,0.6425,0.9975
21059,2002,0.78,1.01
21059,2003,0.9525,1.145
21059,2004,1.01,1.19
21059,2005,1.01,1.19
21059,2006,1.055,1.235
21059,2007,1.01,1.19
21059,2008,1.01,1.19
21059,2009,1.01,1.19
21059,2010,1.01,1.19
21059,2011,1.01,1.19
21059,2012,1.01,1.19
21059,2013,0.9525,1.145
21059,2014,0.78,1.01
21059,2015,0.78,1.01
21059,2016,0.8375,1.055
21059,2017,1.01,1.19
21059,2018,0.9525,1.145
21059,2019,1.055,1.235
21059,2020,1.01,1.19
21059,2021,1.01,1.19
21059,2022,1.01,1.19
21059,2023,1.01,1.19
21059,2024,0.78,1.01
21061,1999,2.0675,2.495
21061,2000,2.38,3.02
21061,2001,2.61,3.43
21061,2002,2.61,3.43
21061,2003,2.7,3.15666666666667
21061,2004,3.225,3.43
21061,2005,3.02,3.43
21061,2006,2.815,3.43
21061,2007,3.225,3.43
21061,2008,3.43,NA
21061,2009,3.43,NA
21061,2010,3.43,NA
21061,2011,3.43,NA
21061,2012,3.43,NA
21061,2013,3.43,NA
21061,2014,3.43,NA
21061,2015,3.43,NA
21061,2016,3.43,NA
21061,2017,3.43,NA
21061,2018,3.43,NA
21061,2019,3.43,NA
21061,2020,3.43,NA
21061,2021,3.43,NA
21061,2022,3.43,NA
21061,2023,3.43,NA
21061,2024,3.43,NA
21063,1999,2.0675,2.495
21063,2000,2.36,2.46666666666667
21063,2001,2.265,2.815
21063,2002,2.265,2.815
21063,2003,3.02,3.43
21063,2004,3.225,3.43
21063,2005,3.225,3.43
21063,2006,3.43,NA
21063,2007,2.495,3.225
21063,2008,2.495,3.225
21063,2009,2.15,2.61
21063,2010,1.82,2.15
21063,2011,2.1825,2.7
21063,2012,2.265,2.815
21063,2013,2.38,3.02
21063,2014,2.61,3.43
21063,2015,2.265,2.815
21063,2016,2.15,2.61
21063,2017,2.15,2.61
21063,2018,2.245,2.19333333333333
21063,2019,3.43,NA
21063,2020,3.43,NA
21063,2021,3.02,3.43
21063,2022,1.8975,2.305
21063,2023,1.7825,2.1
21063,2024,2.15,2.61
21065,1999,2.3,2.9675
21065,2000,2.815,3.43
21065,2001,2.495,3.225
21065,2002,2.61,3.43
21065,2003,2.61,3.43
21065,2004,3.225,3.43
21065,2005,3.02,3.43
21065,2006,3.225,3.43
21065,2007,3.225,3.43
21065,2008,2.61,3.43
21065,2009,2.61,3.43
21065,2010,2.61,3.43
21065,2011,2.495,3.225
21065,2012,2.15,2.61
21065,2013,2.0675,2.495
21065,2014,2.0675,2.495
21065,2015,1.7,1.985
21065,2016,1.64,1.9025
21065,2017,1.37,1.58
21065,2018,1.535,1.7825
21065,2019,1.595,1.865
21065,2020,2.0075,2.4125
21065,2021,2.1825,2.7
21065,2022,2.1225,2.6175
21065,2023,2.15,2.61
21065,2024,2.15,2.61
21067,1999,0.8375,1.055
21067,2000,0.8375,1.055
21067,2001,0.78,1.01
21067,2002,1.01,1.19
21067,2003,1.055,1.235
21067,2004,1.19,1.37
21067,2005,1.19,1.37
21067,2006,1.19,1.37
21067,2007,1.19,1.37
21067,2008,1.19,1.37
21067,2009,1.235,1.4225
21067,2010,1.235,1.4225
21067,2011,1.055,1.235
21067,2012,1.01,1.19
21067,2013,1.01,1.19
21067,2014,1.01,1.19
21067,2015,1.01,1.19
21067,2016,0.895,1.1
21067,2017,0.9525,1.145
21067,2018,0.9525,1.145
21067,2019,0.8375,1.055
21067,2020,0.895,1.1
21067,2021,0.8375,1.055
21067,2022,0.78,1.01
21067,2023,0.78,1.01
21067,2024,0.78,1.01
21069,1999,1.01,1.19
21069,2000,0.895,1.1
21069,2001,1.1,1.28
21069,2002,1.28,1.475
21069,2003,1.475,1.7
21069,2004,1.7,1.985
21069,2005,1.7,1.985
21069,2006,2.0675,2.495
21069,2007,2.495,3.225
21069,2008,2.61,3.43
21069,2009,2.61,3.43
21069,2010,2.61,3.43
21069,2011,2.265,2.815
21069,2012,2.15,2.61
21069,2013,2.0675,2.495
21069,2014,1.985,2.38
21069,2015,1.9025,2.265
21069,2016,2.265,2.815
21069,2017,2.15,2.61
21069,2018,1.9025,2.265
21069,2019,1.9025,2.265
21069,2020,1.9025,2.265
21069,2021,2.15,2.61
21069,2022,2.265,2.815
21069,2023,2.61,3.43
21069,2024,2.61,3.43
21071,1999,1.28,1.4825
21071,2000,1.3775,1.5875
21071,2001,1.28,1.475
21071,2002,1.475,1.7
21071,2003,1.58,1.82
21071,2004,1.475,1.7
21071,2005,1.58,1.82
21071,2006,1.475,1.7
21071,2007,1.475,1.7
21071,2008,1.4225,1.64
21071,2009,1.4225,1.64
21071,2010,1.5275,1.76
21071,2011,1.325,1.5275
21071,2012,1.475,1.7
21071,2013,1.64,1.9025
21071,2014,1.475,1.7
21071,2015,1.5275,1.76
21071,2016,1.37,1.58
21071,2017,1.5275,1.76
21071,2018,1.64,1.9025
21071,2019,1.82,2.15
21071,2020,1.76,2.0675
21071,2021,1.5875,1.8425
21071,2022,1.3325,1.535
21071,2023,1.325,1.5275
21071,2024,1.19,1.37
21073,1999,0.585,0.9525
21073,2000,0.78,1.01
21073,2001,0.8375,1.055
21073,2002,0.8375,1.055
21073,2003,0.9525,1.145
21073,2004,1.1,1.28
21073,2005,1.1,1.28
21073,2006,1.055,1.235
21073,2007,0.9975,1.19
21073,2008,1.19,1.37
21073,2009,1.055,1.235
21073,2010,1.01,1.19
21073,2011,0.78,1.01
21073,2012,0.78,1.01
21073,2013,0.78,1.01
21073,2014,0.78,1.01
21073,2015,0.78,1.01
21073,2016,0.78,1.01
21073,2017,0.78,1.01
21073,2018,0.78,1.01
21073,2019,0.78,1.01
21073,2020,1.01,1.19
21073,2021,1.01,1.19
21073,2022,1.01,1.19
21073,2023,0.895,1.1
21073,2024,0.78,1.01
21075,1999,1.01,1.19
21075,2000,0.91,1.465
21075,2001,1.725,2.095
21075,2002,0.8475,1.1775
21075,2003,1.28,1.475
21075,2004,1.37,1.58
21075,2005,0.3425,0.98
21075,2006,0,0.78
21075,2007,0,0.78
21075,2008,0,0.78
21075,2009,0,0.78
21075,2010,0.195,0.8375
21075,2011,0,0.78
21075,2012,0,0.78
21075,2013,0.585,0.9525
21075,2014,0.585,0.9525
21075,2015,0.8375,1.055
21075,2016,1.1,1.28
21075,2017,0.9525,1.145
21075,2018,0.78,1.01
21075,2019,2.15,2.61
21075,2020,2.15,2.61
21075,2021,1.7,1.985
21075,2022,1.28,1.475
21075,2023,1.0275,1.38
21075,2024,0,0.78
21077,1999,0.4475,0.94
21077,2000,0.585,0.9525
21077,2001,0.9525,1.145
21077,2002,1.0875,1.2875
21077,2003,0.94,1.145
21077,2004,1.475,1.7
21077,2005,1.535,1.7825
21077,2006,1.0425,1.2425
21077,2007,0.8925,1.23
21077,2008,1.8425,2.1825
21077,2009,1.5275,1.76
21077,2010,1.3325,1.535
21077,2011,0.895,1.1
21077,2012,0.8375,1.055
21077,2013,0.6425,0.9975
21077,2014,0.195,0.8375
21077,2015,0,0.78
21077,2016,0,0.78
21077,2017,0,0.78
21077,2018,0,0.78
21077,2019,0,0.78
21077,2020,0,0.78
21077,2021,0,0.78
21077,2022,0,0.78
21077,2023,0,0.78
21077,2024,0,0.78
21079,1999,3.02,3.43
21079,2000,3.43,NA
21079,2001,3.225,3.43
21079,2002,3.43,NA
21079,2003,3.43,NA
21079,2004,3.43,NA
21079,2005,3.43,NA
21079,2006,3.43,NA
21079,2007,3.43,NA
21079,2008,3.43,NA
21079,2009,3.43,NA
21079,2010,3.43,NA
21079,2011,3.43,NA
21079,2012,3.43,NA
21079,2013,3.43,NA
21079,2014,3.43,NA
21079,2015,3.43,NA
21079,2016,3.43,NA
21079,2017,3.43,NA
21079,2018,3.43,NA
21079,2019,3.43,NA
21079,2020,3.43,NA
21079,2021,3.43,NA
21079,2022,3.43,NA
21079,2023,3.02,3.43
21079,2024,2.61,3.43
21081,1999,2.15,2.61
21081,2000,2.1825,2.7
21081,2001,2.38,3.02
21081,2002,2.61,3.43
21081,2003,2.61,3.43
21081,2004,2.61,3.43
21081,2005,2.815,3.43
21081,2006,2.815,3.43
21081,2007,3.225,3.43
21081,2008,3.43,NA
21081,2009,3.43,NA
21081,2010,3.43,NA
21081,2011,3.02,3.43
21081,2012,2.61,3.43
21081,2013,2.61,3.43
21081,2014,2.61,3.43
21081,2015,2.61,3.43
21081,2016,2.61,3.43
21081,2017,2.38,3.02
21081,2018,2.495,3.225
21081,2019,2.61,3.43
21081,2020,2.61,3.43
21081,2021,2.495,3.225
21081,2022,2.61,3.43
21081,2023,2.61,3.43
21081,2024,2.61,3.43
21083,1999,0.585,0.9525
21083,2000,0.9275,1.1525
21083,2001,0.78,1.01
21083,2002,1.145,1.3325
21083,2003,1.145,1.325
21083,2004,1.19,1.3775
21083,2005,1.5875,1.8425
21083,2006,1.82,2.15
21083,2007,1.7,1.985
21083,2008,2.0675,2.495
21083,2009,2.15,2.61
21083,2010,1.9025,2.265
21083,2011,1.7,1.985
21083,2012,1.58,1.82
21083,2013,1.5875,1.8425
21083,2014,1.76,2.0675
21083,2015,1.82,2.15
21083,2016,1.64,1.9025
21083,2017,1.58,1.82
21083,2018,1.7,1.985
21083,2019,1.58,1.82
21083,2020,1.475,1.7
21083,2021,1.58,1.82
21083,2022,1.58,1.82
21083,2023,1.4225,1.64
21083,2024,1.37,1.58
21085,1999,0.195,0.8375
21085,2000,0.39,0.895
21085,2001,0.8375,1.055
21085,2002,1.055,1.235
21085,2003,1.43,1.6475
21085,2004,1.475,1.7
21085,2005,1.37,1.58
21085,2006,1.475,1.7
21085,2007,1.7,1.985
21085,2008,1.82,2.15
21085,2009,1.82,2.15
21085,2010,1.9025,2.265
21085,2011,1.7,1.985
21085,2012,1.58,1.82
21085,2013,1.4825,1.7075
21085,2014,1.28,1.475
21085,2015,1.145,1.325
21085,2016,1.2425,1.4375
21085,2017,1.58,1.82
21085,2018,1.37,1.58
21085,2019,1.475,1.7
21085,2020,1.5275,1.76
21085,2021,1.7,1.985
21085,2022,1.9025,2.265
21085,2023,1.7,1.985
21085,2024,1.82,2.15
21087,1999,2.61,3.43
21087,2000,2.155,2.7075
21087,2001,2.0675,2.495
21087,2002,1.9025,2.265
21087,2003,1.925,2.2975
21087,2004,1.925,2.2975
21087,2005,2.6175,3.00333333333333
21087,2006,3.02,3.43
21087,2007,3.43,NA
21087,2008,2.625,2.15
21087,2009,2.815,3.43
21087,2010,3.43,NA
21087,2011,2.815,3.43
21087,2012,2.61,3.43
21087,2013,2.815,3.43
21087,2014,2.61,3.43
21087,2015,2.495,3.225
21087,2016,2.38,3.02
21087,2017,2.38,3.02
21087,2018,2.495,3.225
21087,2019,2.61,3.43
21087,2020,3.02,3.43
21087,2021,2.61,3.43
21087,2022,2.905,3.02
21087,2023,2.815,3.43
21087,2024,3.43,NA
21089,1999,1.985,2.38
21089,2000,1.7,1.985
21089,2001,1.9025,2.265
21089,2002,2.0675,2.495
21089,2003,2.38,3.02
21089,2004,2.61,3.43
21089,2005,2.495,3.225
21089,2006,2.495,3.225
21089,2007,2.265,2.815
21089,2008,2.61,3.43
21089,2009,2.495,3.225
21089,2010,2.495,3.225
21089,2011,2.61,3.43
21089,2012,2.61,3.43
21089,2013,2.38,3.02
21089,2014,2.61,3.43
21089,2015,2.61,3.43
21089,2016,2.495,3.225
21089,2017,2.15,2.61
21089,2018,2.0675,2.495
21089,2019,2.0675,2.495
21089,2020,2.38,3.02
21089,2021,2.61,3.43
21089,2022,2.495,3.225
21089,2023,2.38,3.02
21089,2024,2.15,2.61
21091,1999,0,0.78
21091,2000,0,0.78
21091,2001,0,0.78
21091,2002,0.585,0.9525
21091,2003,0.585,0.9525
21091,2004,0.39,0.895
21091,2005,0.39,0.895
21091,2006,0.39,0.895
21091,2007,0.6425,0.9975
21091,2008,1.055,1.235
21091,2009,0.985,1.19
21091,2010,0.78,1.01
21091,2011,0.195,0.8375
21091,2012,0.195,0.8375
21091,2013,0,0.78
21091,2014,0,0.78
21091,2015,0,0.78
21091,2016,0.195,0.8375
21091,2017,0.8825,1.1
21091,2018,0.9525,1.145
21091,2019,0.6425,0.9975
21091,2020,0.8375,1.055
21091,2021,0.9525,1.145
21091,2022,1.1,1.2875
21091,2023,1.055,1.235
21091,2024,0.78,1.01
21093,1999,1.145,1.325
21093,2000,1.19,1.37
21093,2001,0.9975,1.19
21093,2002,1.1,1.28
21093,2003,1.19,1.3775
21093,2004,1.19,1.37
21093,2005,1.325,1.5275
21093,2006,1.19,1.37
21093,2007,1.3325,1.535
21093,2008,1.37,1.58
21093,2009,1.4225,1.64
21093,2010,1.5275,1.76
21093,2011,1.58,1.82
21093,2012,1.58,1.82
21093,2013,1.58,1.82
21093,2014,1.37,1.58
21093,2015,1.28,1.475
21093,2016,1.145,1.325
21093,2017,1.19,1.37
21093,2018,1.19,1.37
21093,2019,1.235,1.4225
21093,2020,1.3775,1.5875
21093,2021,1.4225,1.64
21093,2022,1.4225,1.64
21093,2023,1.235,1.4225
21093,2024,1.19,1.37
21095,1999,1.055,1.235
21095,2000,1.055,1.235
21095,2001,1.145,1.3325
21095,2002,1.5275,1.76
21095,2003,1.475,1.7
21095,2004,1.4225,1.64
21095,2005,1.19,1.37
21095,2006,1.19,1.37
21095,2007,1.145,1.325
21095,2008,1.145,1.325
21095,2009,0.9525,1.145
21095,2010,0.585,0.9525
21095,2011,0.78,1.01
21095,2012,0.895,1.1
21095,2013,1.055,1.235
21095,2014,1.055,1.235
21095,2015,1.01,1.19
21095,2016,1.055,1.235
21095,2017,0.895,1.1
21095,2018,0.78,1.01
21095,2019,0.895,1.1
21095,2020,1.01,1.19
21095,2021,0.8375,1.055
21095,2022,0.78,1.01
21095,2023,0.895,1.1
21095,2024,0.78,1.01
21097,1999,1.985,2.38
21097,2000,1.82,2.15
21097,2001,2.0675,2.495
21097,2002,2.61,3.43
21097,2003,2.61,3.43
21097,2004,2.61,3.43
21097,2005,2.61,3.43
21097,2006,2.265,2.815
21097,2007,2.61,3.43
21097,2008,2.61,3.43
21097,2009,2.61,3.43
21097,2010,2.61,3.43
21097,2011,2.61,3.43
21097,2012,2.61,3.43
21097,2013,2.61,3.43
21097,2014,2.61,3.43
21097,2015,2.61,3.43
21097,2016,2.38,3.02
21097,2017,2.15,2.61
21097,2018,2.0675,2.495
21097,2019,2.15,2.61
21097,2020,2.495,3.225
21097,2021,2.265,2.815
21097,2022,2.1825,2.7
21097,2023,2.0675,2.495
21097,2024,2.15,2.61
21099,1999,1.325,1.5275
21099,2000,0.9975,1.19
21099,2001,0.9525,1.145
21099,2002,0.78,1.01
21099,2003,0.8825,1.1
21099,2004,1.19,1.3775
21099,2005,1.325,1.5275
21099,2006,1.2875,1.49
21099,2007,1.55,1.8125
21099,2008,1.82,2.15
21099,2009,1.5875,1.8425
21099,2010,1.28,1.475
21099,2011,1.055,1.235
21099,2012,0.985,1.19
21099,2013,1.3325,1.535
21099,2014,1.5275,1.76
21099,2015,1.4225,1.64
21099,2016,1.58,1.82
21099,2017,1.475,1.7
21099,2018,1.43,1.6475
21099,2019,1.4225,1.64
21099,2020,1.28,1.475
21099,2021,1.235,1.4225
21099,2022,1.1,1.28
21099,2023,1.145,1.325
21099,2024,1.19,1.37
21101,1999,0.9975,1.19
21101,2000,1.055,1.235
21101,2001,1.0425,1.235
21101,2002,1.28,1.4825
21101,2003,1.145,1.325
21101,2004,1.19,1.37
21101,2005,1.145,1.325
21101,2006,1.19,1.37
21101,2007,1.055,1.235
21101,2008,1.145,1.325
21101,2009,1.19,1.37
21101,2010,1.19,1.37
21101,2011,1.19,1.37
21101,2012,1.19,1.37
21101,2013,1.19,1.37
21101,2014,1.1,1.28
21101,2015,1.19,1.37
21101,2016,1.235,1.4225
21101,2017,1.19,1.37
21101,2018,1.19,1.37
21101,2019,1.1,1.28
21101,2020,1.19,1.3775
21101,2021,0.895,1.1
21101,2022,0.8375,1.055
21101,2023,0.8375,1.055
21101,2024,1.01,1.19
21103,1999,1.5275,1.76
21103,2000,2.585,2.88333333333333
21103,2001,3.43,NA
21103,2002,3.43,NA
21103,2003,3.43,NA
21103,2004,3.225,3.43
21103,2005,3.225,3.43
21103,2006,3.43,NA
21103,2007,3.43,NA
21103,2008,3.43,NA
21103,2009,3.43,NA
21103,2010,3.43,NA
21103,2011,3.43,NA
21103,2012,3.43,NA
21103,2013,3.43,NA
21103,2014,3.43,NA
21103,2015,3.43,NA
21103,2016,3.43,NA
21103,2017,3.43,NA
21103,2018,3.225,3.43
21103,2019,3.43,NA
21103,2020,3.43,NA
21103,2021,3.43,NA
21103,2022,3.43,NA
21103,2023,3.43,NA
21103,2024,3.43,NA
21105,1999,0,0.78
21105,2000,0.195,0.8375
21105,2001,0.195,0.8375
21105,2002,1.01,1.19
21105,2003,1.055,1.235
21105,2004,0.8375,1.055
21105,2005,0.895,1.1
21105,2006,1.0425,1.2425
21105,2007,0.8375,1.055
21105,2008,1.235,1.43
21105,2009,1.37,1.58
21105,2010,1.28,1.475
21105,2011,1.37,1.58
21105,2012,1.145,1.325
21105,2013,2.255,2.915
21105,2014,2.61,3.43
21105,2015,2.265,2.815
21105,2016,2.495,3.225
21105,2017,2.495,3.225
21105,2018,2.15,2.61
21105,2019,2.42,2.57666666666667
21105,2020,2.61,3.43
21105,2021,2.61,3.43
21105,2022,2.61,3.43
21105,2023,1.6125,2.1525
21105,2024,2.15,2.61
21107,1999,0.195,0.8375
21107,2000,0.78,1.01
21107,2001,0.7,1.0425
21107,2002,0.9975,1.19
21107,2003,1.01,1.19
21107,2004,1.145,1.325
21107,2005,1.1,1.28
21107,2006,1.01,1.19
21107,2007,1.01,1.19
21107,2008,0.78,1.01
21107,2009,0.8375,1.055
21107,2010,0.78,1.01
21107,2011,0.585,0.9525
21107,2012,0.8375,1.055
21107,2013,0.78,1.01
21107,2014,0.78,1.01
21107,2015,0.8375,1.055
21107,2016,0.78,1.01
21107,2017,0.895,1.1
21107,2018,0.895,1.1
21107,2019,1.055,1.235
21107,2020,1.145,1.325
21107,2021,1.145,1.325
21107,2022,1.055,1.235
21107,2023,1.055,1.235
21107,2024,1.01,1.19
21109,1999,1.64,1.9025
21109,2000,1.73,2.04
21109,2001,1.9025,2.265
21109,2002,2.15,2.61
21109,2003,2.15,2.61
21109,2004,2.38,3.02
21109,2005,2.1825,2.7
21109,2006,2.265,2.815
21109,2007,2.61,3.43
21109,2008,2.815,3.43
21109,2009,2.61,3.43
21109,2010,2.61,3.43
21109,2011,2.265,2.815
21109,2012,1.9025,2.265
21109,2013,2.15,2.61
21109,2014,2.38,3.02
21109,2015,2.61,3.43
21109,2016,2.61,3.43
21109,2017,2.61,3.43
21109,2018,2.815,3.43
21109,2019,2.61,3.43
21109,2020,2.815,3.43
21109,2021,2.61,3.43
21109,2022,2.495,3.225
21109,2023,2.495,3.225
21109,2024,2.61,3.43
