GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
 "08000","Colorado",7,SAGDP3N,74,"624","    Social assistance ","Thousands of dollars",5677,6278,7024,7546,9313,10218,9743,10052,10404,10517,14261,14570,14938,21865,21395,15227,16608,14857,15912,16601,17598,19374,20814,-108608,-230725,-113454,-110160
 "08000","Colorado",7,SAGDP3N,75,"71,72","  Arts, entertainment, recreation, accommodation, and food services ","Thousands of dollars",712632,751229,805044,872926,933427,1018597,1025282,1050965,1116835,1195468,1386340,1461122,1405535,1881403,1949793,2097903,2222705,2299135,2588591,2777123,3242337,3503692,3676638,1707962,1573045,4748395,5145659
 "08000","Colorado",7,SAGDP3N,76,"71","   Arts, entertainment, and recreation ","Thousands of dollars",169937,182536,189931,207590,221310,269411,276016,261232,264334,276094,339590,361423,338350,642718,715310,813551,889107,902486,1008149,1066977,1274129,1352762,1397480,1100805,1272149,1760138,1984339
 "08000","Colorado",7,SAGDP3N,77,"711-712","    Performing arts, spectator sports, museums, and related activities ","Thousands of dollars",59337,66776,68013,58758,71159,93170,92792,93431,91049,100319,119492,120175,102116,106248,105842,99383,100950,106640,121575,134249,134484,138378,127706,43301,-133413,43773,111452
 "08000","Colorado",7,SAGDP3N,78,"713","    Amusement, gambling, and recreation industries ","Thousands of dollars",110600,115760,121917,148832,150151,176241,183223,167801,173285,175776,220097,241248,236234,536470,609467,714168,788157,795846,886574,932728,1139645,1214384,1269774,1057504,1405562,1716366,1872887
 "08000","Colorado",7,SAGDP3N,79,"72","   Accommodation and food services ","Thousands of dollars",542695,568693,615113,665336,712117,749186,749266,789733,852501,919374,1046751,1099699,1067185,1238685,1234483,1284352,1333598,1396649,1580442,1710146,1968208,2150930,2279158,607157,300896,2988257,3161319
 "08000","Colorado",7,SAGDP3N,80,"721","    Accommodation ","Thousands of dollars",215451,224705,242312,259148,263725,272975,270457,286633,310502,344854,393204,408153,374325,444998,484424,497100,516381,533130,568002,610070,703714,768065,816182,429849,495775,1011815,1082428
 "08000","Colorado",7,SAGDP3N,81,"722","    Food services and drinking places ","Thousands of dollars",327244,343988,372801,406189,448392,476211,478809,503100,541999,574519,653547,691546,692859,793687,750059,787252,817218,863519,1012440,1100076,1264493,1382866,1462977,177308,-194879,1976442,2078891
 "08000","Colorado",7,SAGDP3N,82,"81","  Other services (except government and government enterprises) ","Thousands of dollars",147494,158119,173348,181431,183241,199258,203214,209819,219937,226694,258152,254437,258094,301247,308056,276557,280943,280364,297830,326313,361219,382757,410537,-100549,39907,517578,545949
 "08000","Colorado",7,SAGDP3N,83,"92"," Government and government enterprises ","Thousands of dollars",-157538,-145228,-156299,-163343,-166630,-182630,-199266,-209256,-245468,-258407,-267884,-271957,-323639,-287056,-338241,-337040,-383847,-395912,-378098,-415951,-425666,-441044,-486268,-875335,-911329,-1131421,-933494
 "08000","Colorado",7,SAGDP3N,84,"...","  Federal civilian ","Thousands of dollars",-16596,-15174,-15202,-17418,-27682,-32181,-39742,-42244,-48575,-46954,-63619,-81962,-109949,-62585,-78897,-95800,-142983,-135229,-103073,-102774,-108704,-102855,-112592,-123687,-161253,-193626,-217356
